date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:20:07	10892/10892	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:04%20GMT	http://www.wingvillage.org.uk/organisations/carnivalcommittee	www.wingvillage.org.uk/organisations/carnivalcommittee.html	(from http://www.wingvillage.org.uk/)
12:20:08	14360/14360	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:07%20GMT	http://www.wingvillage.org.uk/node/185	www.wingvillage.org.uk/node/185.html	(from http://www.wingvillage.org.uk/)
12:20:10	12181/12181	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:08%20GMT	http://www.wingvillage.org.uk/taxonomy/term/32	www.wingvillage.org.uk/taxonomy/term/32.html	(from http://www.wingvillage.org.uk/)
12:20:10	547287/547287	---M--	200	added ('OK')	application/pdf	etag:%22bc828f-859d7-46907d8925980%22	http://www.wingvillage.org.uk/sites/default/files/localwalks/Walk2_circular_burcott_stewkley.pdf	www.wingvillage.org.uk/sites/default/files/localwalks/Walk2_circular_burcott_stewkley.pdf	(from http://www.wingvillage.org.uk/)
12:20:11	12151/12151	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:11%20GMT	http://www.wingvillage.org.uk/taxonomy/term/33	www.wingvillage.org.uk/taxonomy/term/33.html	(from http://www.wingvillage.org.uk/)
12:20:12	12395/12395	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:11%20GMT	http://www.wingvillage.org.uk/node/184	www.wingvillage.org.uk/node/184.html	(from http://www.wingvillage.org.uk/)
12:20:12	12467/12467	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:11%20GMT	http://www.wingvillage.org.uk/taxonomy/term/29	www.wingvillage.org.uk/taxonomy/term/29.html	(from http://www.wingvillage.org.uk/)
12:20:13	12437/12437	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:12%20GMT	http://www.wingvillage.org.uk/taxonomy/term/31	www.wingvillage.org.uk/taxonomy/term/31.html	(from http://www.wingvillage.org.uk/)
12:20:13	12447/12447	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:12%20GMT	http://www.wingvillage.org.uk/taxonomy/term/30	www.wingvillage.org.uk/taxonomy/term/30.html	(from http://www.wingvillage.org.uk/)
12:20:14	11557/11557	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:13%20GMT	http://www.wingvillage.org.uk/node/180	www.wingvillage.org.uk/node/180.html	(from http://www.wingvillage.org.uk/)
12:20:15	11669/11669	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:15%20GMT	http://www.wingvillage.org.uk/taxonomy/term/28	www.wingvillage.org.uk/taxonomy/term/28.html	(from http://www.wingvillage.org.uk/)
12:20:18	15008/15008	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:15%20GMT	http://www.wingvillage.org.uk/taxonomy/term/9	www.wingvillage.org.uk/taxonomy/term/9.html	(from http://www.wingvillage.org.uk/)
12:20:18	11129/11129	---MC-	200	added ('OK')	text/html	etag:%2239b1a36661f50af37ed0675ec078381a%22	http://www.wingvillage.org.uk/node/179	www.wingvillage.org.uk/node/179.html	(from http://www.wingvillage.org.uk/)
12:20:19	11418/11418	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:18%20GMT	http://www.wingvillage.org.uk/taxonomy/term/27	www.wingvillage.org.uk/taxonomy/term/27.html	(from http://www.wingvillage.org.uk/)
12:20:19	11403/11403	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:18%20GMT	http://www.wingvillage.org.uk/taxonomy/term/26	www.wingvillage.org.uk/taxonomy/term/26.html	(from http://www.wingvillage.org.uk/)
12:20:20	20634/20634	---MC-	200	added ('OK')	text/html	etag:%22f26356a2821781e64ecb2b18fad8b616%22	http://www.wingvillage.org.uk/node/176	www.wingvillage.org.uk/node/176.html	(from http://www.wingvillage.org.uk/)
12:20:21	14300/14300	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:20%20GMT	http://www.wingvillage.org.uk/taxonomy/term/23	www.wingvillage.org.uk/taxonomy/term/23.html	(from http://www.wingvillage.org.uk/)
12:20:22	17948/17948	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:21%20GMT	http://www.wingvillage.org.uk/node/174	www.wingvillage.org.uk/node/174.html	(from http://www.wingvillage.org.uk/)
12:20:22	11504/11504	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:21%20GMT	http://www.wingvillage.org.uk/taxonomy/term/25	www.wingvillage.org.uk/taxonomy/term/25.html	(from http://www.wingvillage.org.uk/)
12:20:23	19257/19257	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:22%20GMT	http://www.wingvillage.org.uk/node/173	www.wingvillage.org.uk/node/173.html	(from http://www.wingvillage.org.uk/)
12:20:24	12087/12087	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:22%20GMT	http://www.wingvillage.org.uk/taxonomy/term/24	www.wingvillage.org.uk/taxonomy/term/24.html	(from http://www.wingvillage.org.uk/)
12:20:25	19119/19119	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:23%20GMT	http://www.wingvillage.org.uk/node/166	www.wingvillage.org.uk/node/166.html	(from http://www.wingvillage.org.uk/)
12:20:26	18948/18948	---MC-	200	added ('OK')	text/html	etag:%227081e3908e6def50e97343c38a3f462a%22	http://www.wingvillage.org.uk/node/164	www.wingvillage.org.uk/node/164.html	(from http://www.wingvillage.org.uk/)
12:20:27	18073/18073	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:26%20GMT	http://www.wingvillage.org.uk/node/163	www.wingvillage.org.uk/node/163.html	(from http://www.wingvillage.org.uk/)
12:20:29	16353/16353	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22bc829e-3fe1-4a2a0ae34b700%22	http://www.wingvillage.org.uk/sites/default/files/wing_library_questionnaire.docx	www.wingvillage.org.uk/sites/default/files/wing_library_questionnaire.docx	(from http://www.wingvillage.org.uk/)
12:20:29	40768/40768	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:27%20GMT	http://www.wingvillage.org.uk/news?page=1&%24Version=1&%24Path=/	www.wingvillage.org.uk/news3258.html	(from http://www.wingvillage.org.uk/)
12:20:31	38044/38044	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:29%20GMT	http://www.wingvillage.org.uk/news?page=2&%24Version=1&%24Path=/	www.wingvillage.org.uk/news9d6a.html	(from http://www.wingvillage.org.uk/)
12:20:32	41506/41506	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:30%20GMT	http://www.wingvillage.org.uk/news?page=3&%24Version=1&%24Path=/	www.wingvillage.org.uk/newsaf66.html	(from http://www.wingvillage.org.uk/)
12:20:34	612908/612908	---M--	200	added ('OK')	application/pdf	etag:%22bc8290-95a2c-487ded95bbc80%22	http://www.wingvillage.org.uk/sites/default/files/localwalks/walk5_astonabbotts_cublington.pdf	www.wingvillage.org.uk/sites/default/files/localwalks/walk5_astonabbotts_cublington.pdf	(from http://www.wingvillage.org.uk/)
12:20:34	49377/49377	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:31%20GMT	http://www.wingvillage.org.uk/news?page=4&%24Version=1&%24Path=/	www.wingvillage.org.uk/news5d8a.html	(from http://www.wingvillage.org.uk/)
12:20:36	32373/32373	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:32%20GMT	http://www.wingvillage.org.uk/news?page=5&%24Version=1&%24Path=/	www.wingvillage.org.uk/newse047.html	(from http://www.wingvillage.org.uk/)
12:20:36	23382/23382	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:34%20GMT	http://www.wingvillage.org.uk/news?page=6&%24Version=1&%24Path=/	www.wingvillage.org.uk/news20a8.html	(from http://www.wingvillage.org.uk/)
12:20:37	17575/17575	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:36%20GMT	http://www.wingvillage.org.uk/node/64	www.wingvillage.org.uk/node/64.html	(from http://www.wingvillage.org.uk/)
12:20:37	19020/19020	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:36%20GMT	http://www.wingvillage.org.uk/node/152	www.wingvillage.org.uk/node/152.html	(from http://www.wingvillage.org.uk/)
12:20:38	18360/18360	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:37%20GMT	http://www.wingvillage.org.uk/node/154	www.wingvillage.org.uk/node/154.html	(from http://www.wingvillage.org.uk/)
12:20:39	18363/18363	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:38%20GMT	http://www.wingvillage.org.uk/node/102	www.wingvillage.org.uk/node/102.html	(from http://www.wingvillage.org.uk/)
12:20:40	19615/19615	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:38%20GMT	http://www.wingvillage.org.uk/node/141	www.wingvillage.org.uk/node/141.html	(from http://www.wingvillage.org.uk/)
12:20:40	18038/18038	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:40%20GMT	http://www.wingvillage.org.uk/node/99	www.wingvillage.org.uk/node/99.html	(from http://www.wingvillage.org.uk/)
12:20:42	17467/17467	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:40%20GMT	http://www.wingvillage.org.uk/node/67	www.wingvillage.org.uk/node/67.html	(from http://www.wingvillage.org.uk/)
12:20:42	18118/18118	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:41%20GMT	http://www.wingvillage.org.uk/node/81	www.wingvillage.org.uk/node/81.html	(from http://www.wingvillage.org.uk/)
12:20:43	18159/18159	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:42%20GMT	http://www.wingvillage.org.uk/node/161	www.wingvillage.org.uk/node/161.html	(from http://www.wingvillage.org.uk/)
12:20:44	18780/18780	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:42%20GMT	http://www.wingvillage.org.uk/node/111	www.wingvillage.org.uk/node/111.html	(from http://www.wingvillage.org.uk/)
12:20:45	18150/18150	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:43%20GMT	http://www.wingvillage.org.uk/node/151	www.wingvillage.org.uk/node/151.html	(from http://www.wingvillage.org.uk/)
12:20:45	18152/18152	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:44%20GMT	http://www.wingvillage.org.uk/node/136	www.wingvillage.org.uk/node/136.html	(from http://www.wingvillage.org.uk/)
12:20:46	18604/18604	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:45%20GMT	http://www.wingvillage.org.uk/node/130	www.wingvillage.org.uk/node/130.html	(from http://www.wingvillage.org.uk/)
12:20:47	19604/19604	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:46%20GMT	http://www.wingvillage.org.uk/node/137	www.wingvillage.org.uk/node/137.html	(from http://www.wingvillage.org.uk/)
12:20:48	18851/18851	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:46%20GMT	http://www.wingvillage.org.uk/node/119	www.wingvillage.org.uk/node/119.html	(from http://www.wingvillage.org.uk/)
12:20:48	17889/17889	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:47%20GMT	http://www.wingvillage.org.uk/node/86	www.wingvillage.org.uk/node/86.html	(from http://www.wingvillage.org.uk/)
12:20:49	18284/18284	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:48%20GMT	http://www.wingvillage.org.uk/node/97	www.wingvillage.org.uk/node/97.html	(from http://www.wingvillage.org.uk/)
12:20:50	19839/19839	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:48%20GMT	http://www.wingvillage.org.uk/node/147	www.wingvillage.org.uk/node/147.html	(from http://www.wingvillage.org.uk/)
12:20:50	19452/19452	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:49%20GMT	http://www.wingvillage.org.uk/node/134	www.wingvillage.org.uk/node/134.html	(from http://www.wingvillage.org.uk/)
12:20:51	18126/18126	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:50%20GMT	http://www.wingvillage.org.uk/node/146	www.wingvillage.org.uk/node/146.html	(from http://www.wingvillage.org.uk/)
12:20:52	17974/17974	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:50%20GMT	http://www.wingvillage.org.uk/node/98	www.wingvillage.org.uk/node/98.html	(from http://www.wingvillage.org.uk/)
12:20:52	18104/18104	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:51%20GMT	http://www.wingvillage.org.uk/node/101	www.wingvillage.org.uk/node/101.html	(from http://www.wingvillage.org.uk/)
12:20:53	18505/18505	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:52%20GMT	http://www.wingvillage.org.uk/node/89	www.wingvillage.org.uk/node/89.html	(from http://www.wingvillage.org.uk/)
12:20:54	20106/20106	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:52%20GMT	http://www.wingvillage.org.uk/node/80	www.wingvillage.org.uk/node/80.html	(from http://www.wingvillage.org.uk/)
12:20:54	20905/20905	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:53%20GMT	http://www.wingvillage.org.uk/node/109	www.wingvillage.org.uk/node/109.html	(from http://www.wingvillage.org.uk/)
12:20:55	20996/20996	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:54%20GMT	http://www.wingvillage.org.uk/node/133	www.wingvillage.org.uk/node/133.html	(from http://www.wingvillage.org.uk/)
12:20:56	22115/22115	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:55%20GMT	http://www.wingvillage.org.uk/node/156	www.wingvillage.org.uk/node/156.html	(from http://www.wingvillage.org.uk/)
12:20:57	19927/19927	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:56%20GMT	http://www.wingvillage.org.uk/node/129	www.wingvillage.org.uk/node/129.html	(from http://www.wingvillage.org.uk/)
12:20:58	20089/20089	---MC-	200	added ('OK')	text/html	etag:%22599868474d8756c9b4f44510cb06ba9d%22	http://www.wingvillage.org.uk/node/117	www.wingvillage.org.uk/node/117.html	(from http://www.wingvillage.org.uk/)
12:20:58	20211/20211	---MC-	200	added ('OK')	text/html	etag:%22297d7a71b533d4b43ba45713c4ec36ee%22	http://www.wingvillage.org.uk/node/143	www.wingvillage.org.uk/node/143.html	(from http://www.wingvillage.org.uk/)
12:20:59	21395/21395	---MC-	200	added ('OK')	text/html	etag:%22b7927d003ee66895d40c92f4f0e18835%22	http://www.wingvillage.org.uk/node/112	www.wingvillage.org.uk/node/112.html	(from http://www.wingvillage.org.uk/)
12:21:01	20918/20918	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:20:58%20GMT	http://www.wingvillage.org.uk/node/139	www.wingvillage.org.uk/node/139.html	(from http://www.wingvillage.org.uk/)
12:21:02	20995/20995	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:00%20GMT	http://www.wingvillage.org.uk/node/94	www.wingvillage.org.uk/node/94.html	(from http://www.wingvillage.org.uk/)
12:21:02	20136/20136	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:01%20GMT	http://www.wingvillage.org.uk/node/103	www.wingvillage.org.uk/node/103.html	(from http://www.wingvillage.org.uk/)
12:21:04	20644/20644	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:02%20GMT	http://www.wingvillage.org.uk/node/118	www.wingvillage.org.uk/node/118.html	(from http://www.wingvillage.org.uk/)
12:21:04	20396/20396	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:02%20GMT	http://www.wingvillage.org.uk/node/115	www.wingvillage.org.uk/node/115.html	(from http://www.wingvillage.org.uk/)
12:21:05	21664/21664	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:03%20GMT	http://www.wingvillage.org.uk/node/120	www.wingvillage.org.uk/node/120.html	(from http://www.wingvillage.org.uk/)
12:21:06	20041/20041	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:04%20GMT	http://www.wingvillage.org.uk/node/157	www.wingvillage.org.uk/node/157.html	(from http://www.wingvillage.org.uk/)
12:21:07	17712/17712	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:05%20GMT	http://www.wingvillage.org.uk/node/62	www.wingvillage.org.uk/node/62.html	(from http://www.wingvillage.org.uk/)
12:21:08	20002/20002	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:06%20GMT	http://www.wingvillage.org.uk/node/153	www.wingvillage.org.uk/node/153.html	(from http://www.wingvillage.org.uk/)
12:21:08	18748/18748	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:07%20GMT	http://www.wingvillage.org.uk/node/159	www.wingvillage.org.uk/node/159.html	(from http://www.wingvillage.org.uk/)
12:21:09	17768/17768	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:08%20GMT	http://www.wingvillage.org.uk/node/140	www.wingvillage.org.uk/node/140.html	(from http://www.wingvillage.org.uk/)
12:21:10	18054/18054	---MC-	200	added ('OK')	text/html	etag:%22b8ed0223c8a35b8c0600012b737a3b5e%22	http://www.wingvillage.org.uk/node/100	www.wingvillage.org.uk/node/100.html	(from http://www.wingvillage.org.uk/)
12:21:10	19760/19760	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:09%20GMT	http://www.wingvillage.org.uk/node/150	www.wingvillage.org.uk/node/150.html	(from http://www.wingvillage.org.uk/)
12:21:11	20206/20206	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:10%20GMT	http://www.wingvillage.org.uk/node/155	www.wingvillage.org.uk/node/155.html	(from http://www.wingvillage.org.uk/)
12:21:12	12182/12182	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:11%20GMT	http://www.wingvillage.org.uk/archive/201305	www.wingvillage.org.uk/archive/201305.html	(from http://www.wingvillage.org.uk/)
12:21:13	8109/8109	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:12%20GMT	http://www.wingvillage.org.uk/archive/201111	www.wingvillage.org.uk/archive/201111.html	(from http://www.wingvillage.org.uk/)
12:21:13	9254/9254	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:13%20GMT	http://www.wingvillage.org.uk/archive/201108	www.wingvillage.org.uk/archive/201108.html	(from http://www.wingvillage.org.uk/)
12:21:14	9773/9773	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:13%20GMT	http://www.wingvillage.org.uk/archive/201105	www.wingvillage.org.uk/archive/201105.html	(from http://www.wingvillage.org.uk/)
12:21:14	7978/7978	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:13%20GMT	http://www.wingvillage.org.uk/archive/201104	www.wingvillage.org.uk/archive/201104.html	(from http://www.wingvillage.org.uk/)
12:21:14	10721/10721	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:14%20GMT	http://www.wingvillage.org.uk/archive/201102	www.wingvillage.org.uk/archive/201102.html	(from http://www.wingvillage.org.uk/)
12:21:15	12502/12502	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:14%20GMT	http://www.wingvillage.org.uk/archive/201011	www.wingvillage.org.uk/archive/201011.html	(from http://www.wingvillage.org.uk/)
12:21:15	10708/10708	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:14%20GMT	http://www.wingvillage.org.uk/archive/201010	www.wingvillage.org.uk/archive/201010.html	(from http://www.wingvillage.org.uk/)
12:21:16	19787/19787	---MC-	200	added ('OK')	application/rss+xml	etag:%2279d2d9f806b59875c2650adde0fcc43d%22	http://www.wingvillage.org.uk/rss	www.wingvillage.org.uk/rsshtml.html	(from http://www.wingvillage.org.uk/)
12:21:16	9460/9460	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:15%20GMT	http://www.wingvillage.org.uk/archive/201007	www.wingvillage.org.uk/archive/201007.html	(from http://www.wingvillage.org.uk/)
12:21:17	14964/14964	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:16%20GMT	http://www.wingvillage.org.uk/archive/201005	www.wingvillage.org.uk/archive/201005.html	(from http://www.wingvillage.org.uk/)
12:21:18	11736/11736	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:16%20GMT	http://www.wingvillage.org.uk/archive/201004	www.wingvillage.org.uk/archive/201004.html	(from http://www.wingvillage.org.uk/)
12:21:18	8478/8478	---MC-	200	added ('OK')	text/html	etag:%22bf5ead4ffbea54b194e9d9144fdd302b%22	http://www.wingvillage.org.uk/archive/201003	www.wingvillage.org.uk/archive/201003.html	(from http://www.wingvillage.org.uk/)
12:21:18	9692/9692	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:18%20GMT	http://www.wingvillage.org.uk/archive/201001	www.wingvillage.org.uk/archive/201001.html	(from http://www.wingvillage.org.uk/)
12:21:19	11945/11945	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:18%20GMT	http://www.wingvillage.org.uk/archive/200910	www.wingvillage.org.uk/archive/200910.html	(from http://www.wingvillage.org.uk/)
12:21:20	7914/7914	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:18%20GMT	http://www.wingvillage.org.uk/archive/200909	www.wingvillage.org.uk/archive/200909.html	(from http://www.wingvillage.org.uk/)
12:21:20	10464/10464	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:19%20GMT	http://www.wingvillage.org.uk/archive/200907	www.wingvillage.org.uk/archive/200907.html	(from http://www.wingvillage.org.uk/)
12:21:21	8309/8309	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:20%20GMT	http://www.wingvillage.org.uk/archive/200906	www.wingvillage.org.uk/archive/200906.html	(from http://www.wingvillage.org.uk/)
12:21:21	8136/8136	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:21%20GMT	http://www.wingvillage.org.uk/archive/200905	www.wingvillage.org.uk/archive/200905.html	(from http://www.wingvillage.org.uk/)
12:21:22	9517/9517	---MC-	200	added ('OK')	text/html	etag:%226f2289d46fff2543f0711ceaa2dd74f5%22	http://www.wingvillage.org.uk/archive/200904	www.wingvillage.org.uk/archive/200904.html	(from http://www.wingvillage.org.uk/)
12:21:22	14507/14507	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:21%20GMT	http://www.wingvillage.org.uk/archive/200902	www.wingvillage.org.uk/archive/200902.html	(from http://www.wingvillage.org.uk/)
12:21:24	507127/507127	---M--	200	added ('OK')	application/pdf	etag:%22bc8293-7bcf7-487ded67f5080%22	http://www.wingvillage.org.uk/sites/default/files/localwalks/walk6_via-wingrave.pdf	www.wingvillage.org.uk/sites/default/files/localwalks/walk6_via-wingrave.pdf	(from http://www.wingvillage.org.uk/)
12:21:26	23252/23252	---M--	200	added ('OK')	image/jpeg	etag:%22bc8292-5ad4-4672f1bd65dc0%22	http://www.wingvillage.org.uk/sites/default/files/localwalks/walk1.jpg	www.wingvillage.org.uk/sites/default/files/localwalks/walk1.jpg	(from http://www.wingvillage.org.uk/thevillage/localwalks)
12:21:26	28256/28256	---M--	200	added ('OK')	image/jpeg	etag:%22bc8285-6e60-45cee2de81940%22	http://www.wingvillage.org.uk/sites/default/files/wingvillagehall.jpg	www.wingvillage.org.uk/sites/default/files/wingvillagehall.jpg	(from http://www.wingvillage.org.uk/thevillage/amenitiesandfacilities)
12:21:28	12584/12584	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:27%20GMT	http://www.wingvillage.org.uk/node/185?page=1&%24Version=1&%24Path=/	www.wingvillage.org.uk/node/1853258.html	(from http://www.wingvillage.org.uk/news)
12:21:28	21975/21975	---M--	200	added ('OK')	image/jpeg	etag:%22bc82b3-55d7-460fd9f08f780%22	http://www.wingvillage.org.uk/sites/default/files/neighbourhoodwatch.jpg	www.wingvillage.org.uk/sites/default/files/neighbourhoodwatch.jpg	(from http://www.wingvillage.org.uk/thevillage/police)
12:21:28	14099/14099	---M--	200	added ('OK')	image/jpeg	etag:%22bc8287-3713-460fd8b6cd340%22	http://www.wingvillage.org.uk/sites/default/files/thamesvalleypolice.jpg	www.wingvillage.org.uk/sites/default/files/thamesvalleypolice.jpg	(from http://www.wingvillage.org.uk/thevillage/police)
12:21:29	4162/4162	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2002%20Feb%202014%2012:21:28%20GMT	http://www.wingvillage.org.uk/taxonomy/term/32/0/feed	www.wingvillage.org.uk/taxonomy/term/32/0/feedhtml.html	(from http://www.wingvillage.org.uk/news)
12:21:30	10682/10682	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:28%20GMT	http://www.wingvillage.org.uk/taxonomy/term/32?page=1&%24Version=1&%24Path=/	www.wingvillage.org.uk/taxonomy/term/323258.html	(from http://www.wingvillage.org.uk/news)
12:21:30	4156/4156	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2002%20Feb%202014%2012:21:29%20GMT	http://www.wingvillage.org.uk/taxonomy/term/33/0/feed	www.wingvillage.org.uk/taxonomy/term/33/0/feedhtml.html	(from http://www.wingvillage.org.uk/news)
12:21:31	10658/10658	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:30%20GMT	http://www.wingvillage.org.uk/taxonomy/term/33?page=1&%24Version=1&%24Path=/	www.wingvillage.org.uk/taxonomy/term/333258.html	(from http://www.wingvillage.org.uk/news)
12:21:31	10615/10615	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:30%20GMT	http://www.wingvillage.org.uk/node/184?page=1&%24Version=1&%24Path=/	www.wingvillage.org.uk/node/1843258.html	(from http://www.wingvillage.org.uk/news)
12:21:31	2471/2471	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2002%20Feb%202014%2012:21:31%20GMT	http://www.wingvillage.org.uk/taxonomy/term/29/0/feed	www.wingvillage.org.uk/taxonomy/term/29/0/feedhtml.html	(from http://www.wingvillage.org.uk/news)
12:21:32	10971/10971	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202014%2012:21:31%20GMT	http://www.wingvillage.org.uk/taxonomy/term/29?page=1&%24Version=1&%24Path=/	www.wingvillage.org.uk/taxonomy/term/293258.html	(from http://www.wingvillage.org.uk/news)
